"ID","P.Value","t","logFC","Gene.symbol","Gene.title","Gene.ID"
"214913_at",0.000211,4.99,1.32,"ADAMTS3","ADAM metallopeptidase with thrombospondin type 1 motif 3","9508"
"1561760_s_at",0.000213,4.99,0.857,"LOC645513","septin 7 pseudogene","645513"
"238967_at",0.000213,-4.98,-1.02,"","",""
"1566476_at",0.000214,4.98,0.607,"","",""
"228525_at",0.000214,4.98,0.798,"LRP3","LDL receptor related protein 3","4037"
"212952_at",0.000214,4.98,0.417,"","",""
"235939_at",0.000215,-4.98,-1.06,"ZFP69B","ZFP69 zinc finger protein B","65243"
"213997_at",0.000216,4.98,1.69,"FAM189A1","family with sequence similarity 189 member A1","23359"
"217880_at",0.000216,4.98,0.377,"CDC27","cell division cycle 27","996"
"225411_at",0.000217,-4.97,-0.535,"TMEM87B","transmembrane protein 87B","84910"
"210830_s_at",0.000217,-4.97,-0.847,"PON2","paraoxonase 2","5445"
"219317_at",0.000218,4.97,0.95,"POLI","DNA polymerase iota","11201"
"243892_at",0.000218,-4.97,-0.728,"LOC102724809","uncharacterized LOC102724809","102724809"
"227091_at",0.000218,4.97,1.54,"CCDC146","coiled-coil domain containing 146","57639"
"201425_at",0.000218,4.97,0.952,"ALDH2","aldehyde dehydrogenase 2 family (mitochondrial)","217"
"217975_at",0.00022,4.97,0.88,"TCEAL9","transcription elongation factor A like 9","51186"
"1561693_at",0.000221,-4.96,-1.67,"LOC400794","uncharacterized LOC400794","400794"
"202242_at",0.000221,4.96,1.15,"TSPAN7","tetraspanin 7","7102"
"229734_at",0.000222,4.96,1.12,"MIR4697///MIR4697HG","microRNA 4697///MIR4697 host gene","100616119///283174"
"203799_at",0.000223,4.96,0.835,"LY75-CD302///CD302///LY75","LY75-CD302 readthrough///CD302 molecule///lymphocyte antigen 75","100526664///9936///4065"
"235095_at",0.000223,-4.96,-0.953,"BICDL2","BICD family like cargo adaptor 2","146439"
"229160_at",0.000223,4.96,2.22,"MUM1L1","MUM1 like 1","139221"
"203780_at",0.000224,-4.96,-1.48,"MPZL2","myelin protein zero like 2","10205"
"232116_at",0.000225,-4.96,-0.601,"GRHL3","grainyhead like transcription factor 3","57822"
"227974_at",0.000226,4.95,0.515,"","",""
"229313_at",0.000228,4.95,1.31,"ANO5","anoctamin 5","203859"
"229839_at",0.000228,4.95,2.15,"SCARA5","scavenger receptor class A member 5","286133"
"233050_at",0.00023,-4.94,-1.18,"SOGA3///KIAA0408","SOGA family member 3///KIAA0408","387104///9729"
"219778_at",0.00023,4.94,1.51,"ZFPM2","zinc finger protein, FOG family member 2","23414"
"227917_at",0.000232,4.94,0.794,"LOC100506990","uncharacterized LOC100506990","100506990"
"241469_at",0.000233,4.94,1.45,"HFM1","HFM1, ATP dependent DNA helicase homolog","164045"
"219011_at",0.000234,-4.93,-0.664,"PLEKHA4","pleckstrin homology domain containing A4","57664"
"229132_at",0.000236,4.93,1.01,"MINA","MYC induced nuclear antigen","84864"
"207109_at",0.000236,-4.93,-1.21,"POU2F3","POU class 2 homeobox 3","25833"
"233065_at",0.000236,-4.93,-0.473,"RNF207","ring finger protein 207","388591"
"220227_at",0.00024,-4.92,-2.43,"CDH4","cadherin 4","1002"
"224190_x_at",0.000241,-4.92,-0.906,"NOD1","nucleotide binding oligomerization domain containing 1","10392"
"221900_at",0.000244,-4.91,-1.3,"COL8A2","collagen type VIII alpha 2 chain","1296"
"1569910_at",0.000245,-4.91,-0.732,"","",""
"34187_at",0.000246,-4.91,-0.443,"RBMS2","RNA binding motif single stranded interacting protein 2","5939"
"209160_at",0.000248,4.9,1.11,"AKR1C3","aldo-keto reductase family 1, member C3","8644"
"210432_s_at",0.000249,4.9,1.82,"SCN3A","sodium voltage-gated channel alpha subunit 3","6328"
"204433_s_at",0.00025,4.9,0.949,"SPATA2","spermatogenesis associated 2","9825"
"211423_s_at",0.000251,-4.9,-0.577,"SC5D","sterol-C5-desaturase","6309"
"227753_at",0.000251,4.89,1.41,"TMEM139","transmembrane protein 139","135932"
"236882_at",0.000253,-4.89,-0.667,"","",""
"208711_s_at",0.000255,-4.89,-0.636,"CCND1","cyclin D1","595"
"213488_at",0.000257,4.88,0.959,"SNED1","sushi, nidogen and EGF like domains 1","25992"
"213689_x_at",0.000257,4.88,0.698,"FAM69A","family with sequence similarity 69 member A","388650"
"223544_at",0.000258,-4.88,-0.75,"TMEM79","transmembrane protein 79","84283"
"209822_s_at",0.000261,4.87,1.15,"VLDLR","very low density lipoprotein receptor","7436"
"201612_at",0.000262,4.87,0.497,"ALDH9A1","aldehyde dehydrogenase 9 family member A1","223"
"220147_s_at",0.000263,-4.87,-0.545,"FAM60A","family with sequence similarity 60 member A","58516"
"242801_at",0.000266,4.86,1.07,"","",""
"226973_at",0.000266,-4.86,-1.1,"VSTM2L","V-set and transmembrane domain containing 2 like","128434"
"226228_at",0.000266,4.86,1.9,"AQP4","aquaporin 4","361"
"224378_x_at",0.000268,4.86,0.753,"MAP1LC3A","microtubule associated protein 1 light chain 3 alpha","84557"
"222033_s_at",0.000272,4.85,0.911,"FLT1","fms related tyrosine kinase 1","2321"
"211745_x_at",0.000272,4.85,1.57,"HBA2///HBA1","hemoglobin subunit alpha 2///hemoglobin subunit alpha 1","3040///3039"
"243172_at",0.000273,-4.85,-1.53,"","",""
"203714_s_at",0.000273,4.85,0.663,"TBCE","tubulin folding cofactor E","6905"
"219310_at",0.000273,4.85,0.801,"SYNDIG1","synapse differentiation inducing 1","79953"
"209858_x_at",0.000275,4.85,0.396,"MPPE1","metallophosphoesterase 1","65258"
"213105_s_at",0.000275,-4.85,-0.975,"TSR3","TSR3, acp transferase ribosome maturation factor","115939"
"238877_at",0.000276,4.84,1.39,"EYA4","EYA transcriptional coactivator and phosphatase 4","2070"
"226706_at",0.000276,-4.84,-1.38,"FLJ23867///QSOX1","uncharacterized protein FLJ23867///quiescin sulfhydryl oxidase 1","200058///5768"
"235245_at",0.000277,-4.84,-1.73,"TMEM92","transmembrane protein 92","162461"
"1568739_at",0.000277,-4.84,-0.708,"LOC285692","uncharacterized LOC285692","285692"
"221841_s_at",0.000278,4.84,1.15,"KLF4","Kruppel like factor 4","9314"
"244846_at",0.000281,-4.83,-0.559,"","",""
"1566491_at",0.000281,4.83,0.72,"","",""
"217984_at",0.000282,4.83,0.874,"RNASET2","ribonuclease T2","8635"
"1556055_at",0.000284,-4.83,-1.54,"","",""
"209695_at",0.000286,-4.82,-1.63,"PTP4A3","protein tyrosine phosphatase type IVA, member 3","11156"
"230152_at",0.000288,4.82,0.658,"CFAP44","cilia and flagella associated protein 44","55779"
"209228_x_at",0.000288,-4.82,-0.68,"TUSC3","tumor suppressor candidate 3","7991"
"222871_at",0.000288,-4.82,-2,"KLHDC8A","kelch domain containing 8A","55220"
"210059_s_at",0.000289,-4.82,-0.657,"MAPK13","mitogen-activated protein kinase 13","5603"
"1568853_at",0.000289,-4.82,-1.23,"LOC101927929","uncharacterized LOC101927929","101927929"
"206488_s_at",0.000289,4.82,1.22,"CD36","CD36 molecule","948"
"220173_at",0.00029,4.82,0.895,"BBOF1","basal body orientation factor 1","80127"
"214308_s_at",0.000291,4.82,0.64,"HGD","homogentisate 1,2-dioxygenase","3081"
"1560359_at",0.000291,4.82,0.966,"ITGA1","integrin subunit alpha 1","3672"
"226722_at",0.000293,-4.81,-0.857,"FAM20C","family with sequence similarity 20 member C","56975"
"212895_s_at",0.000293,-4.81,-0.748,"ABR","active BCR-related","29"
"233338_at",0.000293,-4.81,-1.4,"LOC729461///FAM230B///FAM230C","uncharacterized LOC729461///family with sequence similarity 230 member B (non-protein coding)///family with sequence similarity 230 member C","729461///642633///26080"
"201888_s_at",0.000293,-4.81,-0.793,"IL13RA1","interleukin 13 receptor subunit alpha 1","3597"
"212855_at",0.000294,4.81,0.565,"DCUN1D4","defective in cullin neddylation 1 domain containing 4","23142"
"227899_at",0.000296,4.81,1.05,"VIT","vitrin","5212"
"204256_at",0.000297,-4.8,-0.912,"ELOVL6","ELOVL fatty acid elongase 6","79071"
"229102_at",0.000297,4.8,0.349,"HTATIP2","HIV-1 Tat interactive protein 2","10553"
"202286_s_at",0.000298,-4.8,-3.21,"TACSTD2","tumor-associated calcium signal transducer 2","4070"
"206385_s_at",0.000299,4.8,0.965,"ANK3","ankyrin 3, node of Ranvier (ankyrin G)","288"
"212338_at",0.000299,-4.8,-0.86,"MYO1D","myosin ID","4642"
"239517_at",3e-04,4.8,0.833,"LOC100505984///ITGB6","uncharacterized LOC100505984///integrin subunit beta 6","100505984///3694"
"207122_x_at",3e-04,4.8,0.676,"SULT1A2","sulfotransferase family 1A member 2","6799"
"228502_at",3e-04,4.8,1.77,"RPS6KA6","ribosomal protein S6 kinase A6","27330"
"202701_at",3e-04,-4.8,-0.84,"BMP1","bone morphogenetic protein 1","649"
"236359_at",0.000301,4.8,0.959,"SCN4B","sodium voltage-gated channel beta subunit 4","6330"
"223484_at",0.000303,-4.79,-1.65,"C15orf48","chromosome 15 open reading frame 48","84419"
"232165_at",0.000304,-4.79,-1.64,"EPPK1","epiplakin 1","83481"
"242676_at",0.000306,4.79,1.17,"NDUFV2-AS1","NDUFV2 antisense RNA 1","101927275"
"209005_at",0.000306,4.79,0.465,"FBXL5","F-box and leucine rich repeat protein 5","26234"
"232151_at",0.000306,-4.79,-1.24,"MACC1","metastasis associated in colon cancer 1","346389"
"218136_s_at",0.000306,-4.79,-1.11,"SLC25A37","solute carrier family 25 member 37","51312"
"1557136_at",0.000307,-4.79,-0.821,"ATP13A4","ATPase 13A4","84239"
"222171_s_at",0.000308,4.78,1.84,"PKNOX2","PBX/knotted 1 homeobox 2","63876"
"237028_at",0.000309,4.78,0.501,"ENO1-AS1","ENO1 antisense RNA 1","100505975"
"239066_at",0.000311,4.78,0.849,"","",""
"231969_at",0.000312,4.78,0.823,"STOX2","storkhead box 2","56977"
"215506_s_at",0.000314,-4.77,-0.878,"DIRAS3","DIRAS family GTPase 3","9077"
"238304_at",0.000315,4.77,1.12,"","",""
"240292_x_at",0.000315,4.77,1.41,"ANKS1B","ankyrin repeat and sterile alpha motif domain containing 1B","56899"
"230183_at",0.000316,4.77,0.814,"EXT1","exostosin glycosyltransferase 1","2131"
"231564_at",0.000318,-4.77,-0.858,"MANEAL","mannosidase endo-alpha like","149175"
"64064_at",0.00032,4.76,1.05,"GIMAP1-GIMAP5///GIMAP5","GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5","100527949///55340"
"231513_at",0.000321,-4.76,-2.33,"","",""
"1552711_a_at",0.000322,4.76,0.92,"CYB5D1","cytochrome b5 domain containing 1","124637"
"203498_at",0.000323,4.76,1.49,"RCAN2","regulator of calcineurin 2","10231"
"218005_at",0.000324,4.76,0.629,"ZNF22","zinc finger protein 22","7570"
"237277_at",0.000328,4.75,1.48,"","",""
"204917_s_at",0.00033,4.75,0.884,"MLLT3","MLLT3, super elongation complex subunit","4300"
"238753_at",0.000332,4.74,0.838,"NCS1","neuronal calcium sensor 1","23413"
"1560402_at",0.000333,-4.74,-0.706,"GAS5","growth arrest specific 5 (non-protein coding)","60674"
"243729_at",0.000333,4.74,0.968,"","",""
"230147_at",0.000333,-4.74,-2.35,"F2RL2","coagulation factor II thrombin receptor like 2","2151"
"229005_at",0.000334,-4.74,-0.949,"MCTP2","multiple C2 and transmembrane domain containing 2","55784"
"235228_at",0.000334,4.74,1.37,"CCDC85A","coiled-coil domain containing 85A","114800"
"223393_s_at",0.000339,4.73,0.781,"TSHZ3","teashirt zinc finger homeobox 3","57616"
"213493_at",0.00034,4.73,0.96,"SNED1","sushi, nidogen and EGF like domains 1","25992"
"203339_at",0.000342,4.73,0.419,"SLC25A12","solute carrier family 25 member 12","8604"
"209525_at",0.000343,4.73,0.536,"HDGFRP3","hepatoma-derived growth factor, related protein 3","50810"
"1556696_s_at",0.000343,-4.73,-0.88,"NR2F1-AS1","NR2F1 antisense RNA 1","441094"
"211695_x_at",0.000343,-4.73,-1.92,"MUC1","mucin 1, cell surface associated","4582"
"219945_at",0.000346,4.72,2,"DDX25","DEAD-box helicase 25","29118"
"219527_at",0.000348,4.72,0.644,"Mar-02","mitochondrial amidoxime reducing component 2","54996"
"215808_at",0.00035,-4.72,-0.854,"KLK10","kallikrein related peptidase 10","5655"
"213133_s_at",0.000354,4.71,0.959,"LOC101060817///GCSH","glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H","101060817///2653"
"205130_at",0.000356,4.71,0.712,"MOK","MOK protein kinase","5891"
"223434_at",0.000356,-4.71,-1.01,"GBP3","guanylate binding protein 3","2635"
"204482_at",0.000357,4.71,0.83,"CLDN5","claudin 5","7122"
"222594_s_at",0.000357,-4.7,-0.43,"SPATS2","spermatogenesis associated serine rich 2","65244"
"219700_at",0.000358,-4.7,-1.4,"PLXDC1","plexin domain containing 1","57125"
"213727_x_at",0.000359,4.7,0.385,"MPPE1","metallophosphoesterase 1","65258"
"219451_at",0.000359,4.7,0.683,"MSRB2","methionine sulfoxide reductase B2","22921"
"243021_at",0.000363,-4.7,-0.897,"LOC102724312","uncharacterized LOC102724312","102724312"
"224970_at",0.000367,4.69,0.576,"NFIA","nuclear factor I A","4774"
"213924_at",0.000368,4.69,0.72,"GNAL","G protein subunit alpha L","2774"
"220815_at",0.000368,-4.69,-0.664,"CTNNA3","catenin alpha 3","29119"
"225784_s_at",0.000369,4.69,0.494,"ZC4H2","zinc finger C4H2-type containing","55906"
"231274_s_at",0.00037,-4.69,-0.994,"","",""
"229337_at",0.00037,4.69,0.917,"USP2","ubiquitin specific peptidase 2","9099"
"213952_s_at",0.000374,-4.68,-1.28,"ALOX5","arachidonate 5-lipoxygenase","240"
"211564_s_at",0.000375,-4.68,-2.37,"PDLIM4","PDZ and LIM domain 4","8572"
"228193_s_at",0.000376,4.68,1.04,"RGCC","regulator of cell cycle","28984"
"225726_s_at",0.000376,4.68,0.714,"PLEKHH1","pleckstrin homology, MyTH4 and FERM domain containing H1","57475"
"236065_at",0.000377,-4.68,-1.47,"","",""
"229893_at",0.000377,-4.68,-1.62,"FRMD3","FERM domain containing 3","257019"
"224847_at",0.000382,4.67,0.582,"CDK6","cyclin dependent kinase 6","1021"
"212538_at",0.000382,-4.67,-1.27,"DOCK9","dedicator of cytokinesis 9","23348"
"206023_at",0.000383,-4.67,-3.26,"NMU","neuromedin U","10874"
"200892_s_at",0.000383,4.67,0.529,"TRA2B","transformer 2 beta homolog (Drosophila)","6434"
"201647_s_at",0.000385,-4.66,-0.763,"SCARB2","scavenger receptor class B member 2","950"
"207386_at",0.000387,4.66,0.715,"CYP7B1","cytochrome P450 family 7 subfamily B member 1","9420"
"222068_s_at",0.000387,4.66,0.674,"DNAAF1","dynein axonemal assembly factor 1","123872"
"205027_s_at",0.000387,4.66,0.855,"MAP3K8","mitogen-activated protein kinase kinase kinase 8","1326"
"207761_s_at",0.000388,4.66,0.493,"METTL7A","methyltransferase like 7A","25840"
"202311_s_at",0.000388,-4.66,-1.65,"COL1A1","collagen type I alpha 1 chain","1277"
"207871_s_at",0.00039,4.66,0.632,"MIR6132///ST7-OT3///ST7","microRNA 6132///ST7 overlapping transcript 3///suppression of tumorigenicity 7","102466616///93655///7982"
"209687_at",0.000396,4.65,1.16,"CXCL12","C-X-C motif chemokine ligand 12","6387"
"236846_at",0.000397,-4.65,-0.807,"MIR646HG","MIR646 host gene","284757"
"226942_at",0.000397,4.65,0.731,"PHF20L1","PHD finger protein 20-like 1","51105"
"221589_s_at",0.000398,4.65,0.6,"ALDH6A1","aldehyde dehydrogenase 6 family member A1","4329"
"235122_at",0.000401,4.64,0.973,"HIVEP3","human immunodeficiency virus type I enhancer binding protein 3","59269"
"215856_at",0.000401,-4.64,-0.895,"SIGLEC15","sialic acid binding Ig like lectin 15","284266"
"201588_at",0.000402,4.64,0.577,"TXNL1","thioredoxin like 1","9352"
"222056_s_at",0.000404,4.64,0.84,"FAHD2A","fumarylacetoacetate hydrolase domain containing 2A","51011"
"243_g_at",0.000404,-4.64,-0.715,"MAP4","microtubule associated protein 4","4134"
"206273_at",0.000405,-4.64,-0.792,"PRELID3A","PRELI domain containing 3A","10650"
"218330_s_at",0.000406,-4.64,-0.857,"NAV2","neuron navigator 2","89797"
"231178_at",0.000407,4.64,0.613,"SPATA4","spermatogenesis associated 4","132851"
"204438_at",0.000407,-4.63,-0.813,"MRC1","mannose receptor, C type 1","4360"
"213263_s_at",0.000407,4.63,0.735,"PCBP2","poly(rC) binding protein 2","5094"
"226007_at",0.000408,-4.63,-0.711,"ISCA2","iron-sulfur cluster assembly 2","122961"
"214030_at",0.00041,4.63,0.62,"CRYBG3","crystallin beta-gamma domain containing 3","131544"
"205011_at",0.000411,-4.63,-0.704,"VWA5A","von Willebrand factor A domain containing 5A","4013"
"207557_s_at",0.000413,4.63,0.977,"RYR2","ryanodine receptor 2","6262"
"219820_at",0.000413,4.63,0.839,"SLC6A16","solute carrier family 6 member 16","28968"
"217833_at",0.000415,4.62,0.659,"SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein","10492"
"209644_x_at",0.000416,-4.62,-0.998,"CDKN2A","cyclin dependent kinase inhibitor 2A","1029"
"226599_at",0.000418,4.62,1.38,"FHDC1","FH2 domain containing 1","85462"
"214587_at",0.00042,-4.62,-1.37,"COL8A1","collagen type VIII alpha 1 chain","1295"
"203217_s_at",0.000422,-4.62,-0.573,"ST3GAL5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5","8869"
"201193_at",0.000422,-4.62,-0.602,"IDH1","isocitrate dehydrogenase (NADP(+)) 1, cytosolic","3417"
"209004_s_at",0.000422,4.62,0.502,"FBXL5","F-box and leucine rich repeat protein 5","26234"
"204723_at",0.000425,4.61,0.758,"SCN3B","sodium voltage-gated channel beta subunit 3","55800"
"1553589_a_at",0.000426,-4.61,-1.11,"PDZK1IP1","PDZK1 interacting protein 1","10158"
"208891_at",0.000427,-4.61,-0.747,"DUSP6","dual specificity phosphatase 6","1848"
"218181_s_at",0.000431,-4.6,-0.59,"MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4","9448"
"227719_at",0.000431,4.6,1.48,"SMAD9","SMAD family member 9","4093"
"200831_s_at",0.000432,-4.6,-0.653,"SCD","stearoyl-CoA desaturase","6319"
"229476_s_at",0.000432,-4.6,-2.04,"THRSP","thyroid hormone responsive","7069"
"210335_at",0.000433,4.6,0.815,"RASSF9","Ras association domain family member 9","9182"
"223741_s_at",0.000437,4.6,1.08,"TTYH2","tweety family member 2","94015"
"227246_at",0.000441,-4.59,-0.611,"PLRG1","pleiotropic regulator 1","5356"
"235658_at",0.000441,4.59,0.901,"","",""
"1560957_at",0.000443,4.59,0.377,"LOC101928626","uncharacterized LOC101928626","101928626"
"1562030_at",0.000444,-4.59,-0.649,"LOC284898","uncharacterized LOC284898","284898"
"1565937_a_at",0.000445,-4.59,-1.36,"LMO3","LIM domain only 3","55885"
"217957_at",0.000445,4.59,0.715,"CFAP20","cilia and flagella associated protein 20","29105"
"231234_at",0.000447,-4.59,-0.919,"CTSC","cathepsin C","1075"
"203058_s_at",0.000448,4.58,0.998,"PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2","9060"
"205080_at",0.00045,4.58,1.25,"RARB","retinoic acid receptor beta","5915"
"206581_at",0.000452,-4.58,-1.09,"BNC1","basonuclin 1","646"
"209737_at",0.000454,4.58,1.14,"MAGI2","membrane associated guanylate kinase, WW and PDZ domain containing 2","9863"
"204493_at",0.000455,-4.58,-0.926,"BID","BH3 interacting domain death agonist","637"
"226726_at",0.000455,-4.58,-1.06,"MBOAT2","membrane bound O-acyltransferase domain containing 2","129642"
"201059_at",0.000456,-4.57,-0.521,"CTTN","cortactin","2017"
"1569470_a_at",0.000457,-4.57,-0.755,"FRMD5","FERM domain containing 5","84978"
"205032_at",0.000457,-4.57,-1.16,"ITGA2","integrin subunit alpha 2","3673"
"221748_s_at",0.000458,4.57,0.708,"TNS1","tensin 1","7145"
"210751_s_at",0.000459,4.57,0.964,"RGN","regucalcin","9104"
"208702_x_at",0.000459,-4.57,-0.553,"APLP2","amyloid beta precursor like protein 2","334"
"229177_at",0.00046,4.57,1.71,"C16orf89","chromosome 16 open reading frame 89","146556"
"220858_at",0.000462,4.57,1.39,"SORBS2","sorbin and SH3 domain containing 2","8470"
"240502_at",0.000467,-4.56,-1.4,"","",""
"242056_at",0.000468,4.56,1.05,"TRIM45","tripartite motif containing 45","80263"
"213618_at",0.00047,4.56,0.76,"ARAP2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2","116984"
"237344_at",0.00047,4.56,1.43,"LINC01539","long intergenic non-protein coding RNA 1539","100505474"
"224112_at",0.00047,-4.56,-1.94,"","",""
"203373_at",0.000476,4.55,1.22,"SOCS2","suppressor of cytokine signaling 2","8835"
"201022_s_at",0.000477,4.55,0.478,"DSTN","destrin, actin depolymerizing factor","11034"
"230104_s_at",0.000479,4.55,0.944,"TPPP","tubulin polymerization promoting protein","11076"
"215286_s_at",0.000479,-4.55,-0.575,"PHTF2","putative homeodomain transcription factor 2","57157"
"236990_at",0.00048,4.55,0.547,"LOC101928403","uncharacterized LOC101928403","101928403"
"205495_s_at",0.00048,-4.55,-1.04,"GNLY","granulysin","10578"
"243481_at",0.000484,4.54,1.11,"RHOJ","ras homolog family member J","57381"
"220471_s_at",0.000484,4.54,0.755,"MYCT1","myc target 1","80177"
"204836_at",0.000484,4.54,0.685,"GLDC","glycine decarboxylase","2731"
"239105_at",0.000485,4.54,0.582,"","",""
"231929_at",0.000485,-4.54,-0.751,"IKZF2","IKAROS family zinc finger 2","22807"
"235389_at",0.000486,4.54,0.614,"PHF20","PHD finger protein 20","51230"
"201431_s_at",0.000487,-4.54,-1.05,"DPYSL3","dihydropyrimidinase like 3","1809"
"1552705_at",0.000488,4.54,1.01,"DUSP19","dual specificity phosphatase 19","142679"
"209514_s_at",0.000488,-4.54,-0.872,"RAB27A","RAB27A, member RAS oncogene family","5873"
"200895_s_at",0.000491,4.54,0.478,"FKBP4","FK506 binding protein 4","2288"
"228908_s_at",0.000491,4.54,0.818,"LOC642852","uncharacterized LOC642852","642852"
"235031_at",0.000492,4.53,0.871,"INVS///WSB1","inversin///WD repeat and SOCS box containing 1","27130///26118"
"227033_at",0.000492,4.53,0.777,"PDIA3","protein disulfide isomerase family A member 3","2923"
"217177_s_at",0.000492,4.53,0.668,"PTPRB","protein tyrosine phosphatase, receptor type B","5787"
"207237_at",0.000493,4.53,0.567,"KCNA3","potassium voltage-gated channel subfamily A member 3","3738"
"201700_at",0.000494,-4.53,-0.598,"CCND3","cyclin D3","896"
"202421_at",0.000494,-4.53,-1.27,"IGSF3","immunoglobulin superfamily member 3","3321"
"1569723_a_at",0.000496,4.53,0.729,"SPIRE2","spire type actin nucleation factor 2","84501"
"202546_at",0.000498,-4.53,-0.647,"VAMP8","vesicle associated membrane protein 8","8673"
"205759_s_at",0.000498,-4.53,-0.622,"SULT2B1","sulfotransferase family 2B member 1","6820"
"228667_at",0.000502,4.52,1.02,"AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4","56895"
"213238_at",0.000502,4.52,0.478,"ATP10D","ATPase phospholipid transporting 10D (putative)","57205"
"203579_s_at",0.000503,4.52,1.1,"SLC7A6","solute carrier family 7 member 6","9057"
"235379_at",0.000504,4.52,0.802,"LOC100506114","uncharacterized LOC100506114","100506114"
"212786_at",0.000505,-4.52,-0.624,"CLEC16A","C-type lectin domain family 16 member A","23274"
"205290_s_at",0.000505,4.52,1.81,"BMP2","bone morphogenetic protein 2","650"
"227134_at",0.000507,-4.52,-1.45,"SYTL1","synaptotagmin like 1","84958"
"202308_at",0.000508,-4.52,-1.02,"SREBF1","sterol regulatory element binding transcription factor 1","6720"
"225243_s_at",0.000509,4.52,0.652,"SLMAP","sarcolemma associated protein","7871"
"204734_at",0.000509,-4.52,-0.479,"KRT15","keratin 15","3866"
"230831_at",0.00051,-4.52,-2.04,"FRMD5","FERM domain containing 5","84978"
"201462_at",0.00051,-4.52,-0.52,"SCRN1","secernin 1","9805"
"204915_s_at",0.000513,-4.51,-0.86,"SOX11","SRY-box 11","6664"
"207194_s_at",0.000514,-4.51,-0.629,"ICAM4","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)","3386"
"1562898_at",0.000516,-4.51,-0.738,"","",""
"239708_at",0.000523,4.5,0.625,"","",""
"202071_at",0.000526,-4.5,-1.6,"SDC4","syndecan 4","6385"
"235946_at",0.000526,4.5,0.804,"RIBC1","RIB43A domain with coiled-coils 1","158787"
"239701_at",0.000526,-4.5,-0.87,"","",""
"219161_s_at",0.000529,-4.5,-0.972,"CKLF-CMTM1///CKLF","CKLF-CMTM1 readthrough///chemokine like factor","100529251///51192"
"232164_s_at",0.00053,-4.5,-1.54,"EPPK1","epiplakin 1","83481"
"227804_at",0.00053,-4.49,-0.814,"TLCD1","TLC domain containing 1","116238"
"202625_at",0.000532,-4.49,-0.941,"LYN","LYN proto-oncogene, Src family tyrosine kinase","4067"
"229201_at",0.000535,4.49,1.99,"PAK3","p21 (RAC1) activated kinase 3","5063"
"218692_at",0.000538,4.49,1.58,"SYBU","syntabulin","55638"
"213237_at",0.000542,-4.48,-0.649,"KNOP1","lysine rich nucleolar protein 1","400506"
"34206_at",0.000542,-4.48,-0.534,"ARAP1","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1","116985"
"204165_at",0.000543,-4.48,-0.695,"WASF1","WAS protein family member 1","8936"
"203673_at",0.000545,4.48,0.391,"TG","thyroglobulin","7038"
"220416_at",0.000546,4.48,0.539,"ATP8B4","ATPase phospholipid transporting 8B4 (putative)","79895"
"203544_s_at",0.000546,-4.48,-0.994,"STAM","signal transducing adaptor molecule","8027"
"241031_at",0.000547,-4.48,-2.19,"C2CD4A","C2 calcium dependent domain containing 4A","145741"
"202797_at",0.000548,4.48,0.382,"SACM1L","SAC1 suppressor of actin mutations 1-like (yeast)","22908"
"1552487_a_at",0.000549,-4.48,-0.894,"BNC1","basonuclin 1","646"
"213737_x_at",0.000551,4.47,0.564,"GOLGA8N","golgin A8 family member N","643699"
"219904_at",0.000551,4.47,0.637,"ZSCAN5A","zinc finger and SCAN domain containing 5A","79149"
"238721_at",0.000551,4.47,1.01,"MDH1B","malate dehydrogenase 1B","130752"
"224896_s_at",0.000551,-4.47,-0.614,"TTL","tubulin tyrosine ligase","150465"
"227929_at",0.000553,4.47,0.976,"LIN7A","lin-7 homolog A, crumbs cell polarity complex component","8825"
"232083_at",0.000553,4.47,0.834,"KIF16B","kinesin family member 16B","55614"
"1559960_x_at",0.000555,-4.47,-1.14,"SYCE1L","synaptonemal complex central element protein 1 like","100130958"
"244647_at",0.000556,4.47,0.571,"WBP11","WW domain binding protein 11","51729"
"226737_at",0.000557,4.47,0.774,"SLC25A42","solute carrier family 25 member 42","284439"
"226055_at",0.000557,-4.47,-0.55,"ARRDC2","arrestin domain containing 2","27106"
"230003_at",0.000557,4.47,0.998,"SLC16A7","solute carrier family 16 member 7","9194"
"206809_s_at",0.00056,4.47,0.389,"HNRNPA3///HNRNPA3P1","heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1","220988///10151"
"235670_at",0.000562,4.46,0.615,"STX11","syntaxin 11","8676"
"227856_at",0.000564,4.46,0.832,"C4orf32","chromosome 4 open reading frame 32","132720"
"235936_at",0.000564,4.46,0.519,"MIR9-3HG","MIR9-3 host gene","254559"
"212063_at",0.000568,-4.46,-0.842,"CD44","CD44 molecule (Indian blood group)","960"
"202357_s_at",0.000569,-4.46,-1.86,"CFB","complement factor B","629"
"1554027_a_at",0.00057,4.46,0.722,"SLC4A4","solute carrier family 4 member 4","8671"
