ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
206459_s_at,7.36E-01,5.73E-01,5.67E-01,-6.808012,9.48E-04,WNT2B,Wnt family member 2B,7482
203200_s_at,7.36E-01,5.73E-01,5.67E-01,-6.808089,8.75E-02,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,4552
221084_at,7.36E-01,5.74E-01,-5.67E-01,-6.808166,-4.42E-03,HTR3B,5-hydroxytryptamine receptor 3B,9177
217476_at,7.36E-01,5.74E-01,-5.67E-01,-6.808245,-1.17E-03,NR1D1///THRA,"nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor, alpha",9572///7067
207796_x_at,7.36E-01,5.74E-01,-5.67E-01,-6.808254,-5.23E-02,KLRD1,killer cell lectin like receptor D1,3824
209910_at,7.36E-01,5.74E-01,-5.67E-01,-6.808273,-1.17E-03,SLC25A16,solute carrier family 25 member 16,8034
220396_at,7.36E-01,5.74E-01,-5.67E-01,-6.808365,-1.17E-03,SLC35E3,solute carrier family 35 member E3,55508
207604_s_at,7.36E-01,5.74E-01,-5.67E-01,-6.808409,-3.53E-02,SLC4A7,solute carrier family 4 member 7,9497
220632_s_at,7.36E-01,5.74E-01,-5.67E-01,-6.808421,-1.68E-02,POMT2,protein O-mannosyltransferase 2,29954
219110_at,7.37E-01,5.74E-01,5.66E-01,-6.80866,7.27E-02,GAR1,GAR1 ribonucleoprotein,54433
208241_at,7.37E-01,5.74E-01,-5.66E-01,-6.808672,-5.07E-02,NRG1,neuregulin 1,3084
220485_s_at,7.37E-01,5.74E-01,5.66E-01,-6.808677,1.35E-01,SIRPG,signal regulatory protein gamma,55423
218506_x_at,7.37E-01,5.74E-01,-5.66E-01,-6.808715,-6.21E-02,GLYR1,glyoxylate reductase 1 homolog,84656
221967_at,7.37E-01,5.74E-01,-5.66E-01,-6.808779,-1.57E-02,NXPH4,neurexophilin 4,11247
218356_at,7.37E-01,5.74E-01,5.66E-01,-6.808853,6.23E-02,MRM2,mitochondrial rRNA methyltransferase 2,29960
220506_at,7.37E-01,5.74E-01,5.66E-01,-6.808919,9.45E-04,GUCY1B2,guanylate cyclase 1 soluble subunit beta 2 (pseudogene),2974
219543_at,7.37E-01,5.75E-01,5.65E-01,-6.809185,5.15E-02,PBLD,phenazine biosynthesis like protein domain containing,64081
209299_x_at,7.37E-01,5.75E-01,5.65E-01,-6.809288,3.90E-02,PPIL2,peptidylprolyl isomerase like 2,23759
201638_s_at,7.37E-01,5.75E-01,-5.65E-01,-6.809373,-1.16E-03,CPSF1,cleavage and polyadenylation specific factor 1,29894
207882_at,7.37E-01,5.75E-01,-5.65E-01,-6.809397,-1.15E-03,,,
207344_at,7.37E-01,5.75E-01,-5.65E-01,-6.809421,-1.90E-03,AKAP3,A-kinase anchoring protein 3,10566
210285_x_at,7.38E-01,5.75E-01,5.65E-01,-6.80952,7.12E-02,WTAP,Wilms tumor 1 associated protein,9589
37586_at,7.38E-01,5.75E-01,-5.65E-01,-6.809601,-2.07E-02,ZNF142,zinc finger protein 142,7701
205993_s_at,7.38E-01,5.75E-01,5.64E-01,-6.809751,5.66E-02,TBX2,T-box 2,6909
210530_s_at,7.38E-01,5.76E-01,-5.64E-01,-6.809974,-5.81E-02,NR2C1,nuclear receptor subfamily 2 group C member 1,7181
202924_s_at,7.38E-01,5.76E-01,-5.64E-01,-6.810124,-6.02E-03,PLAGL2,PLAG1 like zinc finger 2,5326
219758_at,7.38E-01,5.76E-01,-5.64E-01,-6.810135,-2.39E-02,TTC26,tetratricopeptide repeat domain 26,79989
37943_at,7.39E-01,5.76E-01,-5.63E-01,-6.810613,-5.45E-02,ZFYVE26,zinc finger FYVE-type containing 26,23503
217449_at,7.39E-01,5.77E-01,-5.63E-01,-6.81078,-1.07E-02,,,
220812_s_at,7.39E-01,5.77E-01,-5.62E-01,-6.810864,-1.18E-03,HHLA2,HERV-H LTR-associating 2,11148
205288_at,7.40E-01,5.77E-01,-5.62E-01,-6.811241,-2.20E-02,CDC14A,cell division cycle 14A,8556
200780_x_at,7.40E-01,5.77E-01,5.62E-01,-6.81126,8.45E-02,GNAS,GNAS complex locus,2778
206974_at,7.40E-01,5.77E-01,5.61E-01,-6.811392,1.72E-01,CXCR6,C-X-C motif chemokine receptor 6,10663
221984_s_at,7.40E-01,5.78E-01,5.61E-01,-6.811616,7.11E-02,FAM134A,family with sequence similarity 134 member A,79137
222307_at,7.41E-01,5.78E-01,5.60E-01,-6.812095,7.79E-02,PDCD4-AS1,PDCD4 antisense RNA 1,282997
217852_s_at,7.41E-01,5.78E-01,-5.60E-01,-6.812261,-5.09E-02,ARL8B,ADP ribosylation factor like GTPase 8B,55207
212699_at,7.41E-01,5.79E-01,-5.60E-01,-6.812412,-3.20E-02,SCAMP5,secretory carrier membrane protein 5,192683
204584_at,7.41E-01,5.79E-01,-5.60E-01,-6.812422,-3.49E-02,L1CAM,L1 cell adhesion molecule,3897
204302_s_at,7.42E-01,5.79E-01,5.59E-01,-6.812636,3.03E-02,CTIF,cap binding complex dependent translation initiation factor,9811
212144_at,7.42E-01,5.79E-01,5.59E-01,-6.812679,9.64E-02,SUN2,Sad1 and UNC84 domain containing 2,25777
210184_at,7.42E-01,5.79E-01,-5.59E-01,-6.812707,-6.91E-02,ITGAX,integrin subunit alpha X,3687
201452_at,7.42E-01,5.79E-01,5.59E-01,-6.81278,5.17E-02,RHEB,Ras homolog enriched in brain,6009
204265_s_at,7.42E-01,5.79E-01,-5.59E-01,-6.812824,-2.23E-01,GPSM3,G-protein signaling modulator 3,63940
203223_at,7.42E-01,5.79E-01,5.59E-01,-6.813022,4.97E-02,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",9135
206962_x_at,7.42E-01,5.79E-01,-5.58E-01,-6.813138,-1.58E-02,,,
214229_at,7.42E-01,5.79E-01,-5.58E-01,-6.813141,-1.13E-03,DNAH17,dynein axonemal heavy chain 17,8632
210198_s_at,7.42E-01,5.80E-01,-5.58E-01,-6.813246,-1.47E-01,PLP1,proteolipid protein 1,5354
201185_at,7.43E-01,5.80E-01,-5.58E-01,-6.813527,-1.31E-01,HTRA1,HtrA serine peptidase 1,5654
210660_at,7.43E-01,5.80E-01,-5.57E-01,-6.813633,-1.13E-03,LILRA1,leukocyte immunoglobulin like receptor A1,11024
217224_at,7.43E-01,5.80E-01,5.57E-01,-6.813667,9.31E-04,,,
221405_at,7.43E-01,5.80E-01,5.57E-01,-6.813685,9.27E-04,,,
213363_at,7.43E-01,5.80E-01,5.57E-01,-6.813715,6.93E-03,CA5BP1,carbonic anhydrase 5B pseudogene 1,340591
215265_at,7.43E-01,5.80E-01,-5.57E-01,-6.813807,-2.33E-03,EMX1,empty spiracles homeobox 1,2016
214228_x_at,7.43E-01,5.80E-01,-5.57E-01,-6.813946,-7.23E-02,TNFRSF4,TNF receptor superfamily member 4,7293
37201_at,7.43E-01,5.80E-01,5.57E-01,-6.81395,8.66E-04,ITIH4,inter-alpha-trypsin inhibitor heavy chain family member 4,3700
221321_s_at,7.43E-01,5.81E-01,-5.57E-01,-6.814109,-1.02E-03,KCNIP2,potassium voltage-gated channel interacting protein 2,30819
220518_at,7.43E-01,5.81E-01,5.57E-01,-6.81413,9.26E-04,ABI3BP,ABI family member 3 binding protein,25890
37965_at,7.43E-01,5.81E-01,5.56E-01,-6.814318,7.28E-02,PARVB,parvin beta,29780
202937_x_at,7.43E-01,5.81E-01,5.56E-01,-6.814402,9.87E-02,RRP7A,ribosomal RNA processing 7 homolog A,27341
206646_at,7.44E-01,5.81E-01,-5.56E-01,-6.81455,-3.48E-02,GLI1,GLI family zinc finger 1,2735
205193_at,7.44E-01,5.81E-01,-5.56E-01,-6.814573,-1.64E-01,MAFF,MAF bZIP transcription factor F,23764
213788_s_at,7.44E-01,5.81E-01,5.56E-01,-6.81459,6.77E-02,,,
200971_s_at,7.44E-01,5.81E-01,5.56E-01,-6.814623,6.12E-02,SERP1,stress-associated endoplasmic reticulum protein 1,27230
216552_x_at,7.44E-01,5.81E-01,-5.56E-01,-6.814659,-2.30E-02,KIR2DS4,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4",3809
219993_at,7.44E-01,5.81E-01,5.55E-01,-6.814772,8.09E-02,SOX17,SRY-box 17,64321
203109_at,7.44E-01,5.82E-01,-5.55E-01,-6.81492,-1.19E-01,UBE2M,ubiquitin conjugating enzyme E2 M,9040
202415_s_at,7.44E-01,5.82E-01,5.55E-01,-6.815031,5.54E-02,HSPBP1,HSPA (Hsp70) binding protein 1,23640
216040_x_at,7.44E-01,5.82E-01,-5.55E-01,-6.815065,-1.23E-02,,,
204667_at,7.44E-01,5.82E-01,-5.55E-01,-6.815091,-1.12E-03,FOXA1,forkhead box A1,3169
208837_at,7.44E-01,5.82E-01,-5.55E-01,-6.815115,-6.83E-02,TMED3,transmembrane p24 trafficking protein 3,23423
214986_x_at,7.44E-01,5.82E-01,5.55E-01,-6.815139,3.57E-02,PPIL2,peptidylprolyl isomerase like 2,23759
210433_at,7.44E-01,5.82E-01,5.54E-01,-6.815399,8.84E-04,POFUT1,protein O-fucosyltransferase 1,23509
216589_at,7.44E-01,5.82E-01,5.54E-01,-6.815422,1.22E-02,,,
218254_s_at,7.45E-01,5.82E-01,5.54E-01,-6.815603,7.50E-02,SAR1B,secretion associated Ras related GTPase 1B,51128
214148_at,7.45E-01,5.83E-01,5.54E-01,-6.815701,4.34E-02,LOC100507424///ITFG2,uncharacterized LOC100507424///integrin alpha FG-GAP repeat containing 2,100507424///55846
219956_at,7.45E-01,5.83E-01,-5.54E-01,-6.815709,-6.13E-02,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6,11226
217104_at,7.45E-01,5.83E-01,-5.54E-01,-6.815845,-3.29E-02,ST20,suppressor of tumorigenicity 20,400410
212621_at,7.45E-01,5.83E-01,5.53E-01,-6.816033,9.22E-02,NEMP1,nuclear envelope integral membrane protein 1,23306
204810_s_at,7.45E-01,5.83E-01,-5.53E-01,-6.816069,-4.06E-01,CKM,"creatine kinase, M-type",1158
215576_at,7.45E-01,5.83E-01,-5.53E-01,-6.816091,-2.06E-02,,,
217508_s_at,7.45E-01,5.83E-01,-5.53E-01,-6.81623,-2.05E-02,C18orf25,chromosome 18 open reading frame 25,147339
222006_at,7.46E-01,5.83E-01,-5.52E-01,-6.816431,-7.48E-02,LETM1,leucine zipper and EF-hand containing transmembrane protein 1,3954
221872_at,7.46E-01,5.84E-01,-5.52E-01,-6.816525,-2.54E-01,RARRES1,retinoic acid receptor responder 1,5918
214050_at,7.46E-01,5.84E-01,5.52E-01,-6.816625,9.16E-04,CGGBP1,CGG triplet repeat binding protein 1,8545
206079_at,7.46E-01,5.84E-01,-5.52E-01,-6.816654,-1.11E-03,CHML,"CHM like, Rab escort protein 2",1122
210082_at,7.46E-01,5.84E-01,-5.52E-01,-6.81666,-9.96E-04,ABCA4,ATP binding cassette subfamily A member 4,24
206332_s_at,7.46E-01,5.84E-01,-5.52E-01,-6.816667,-1.48E-01,IFI16,interferon gamma inducible protein 16,3428
210246_s_at,7.46E-01,5.84E-01,5.52E-01,-6.816676,3.79E-02,ABCC8,ATP binding cassette subfamily C member 8,6833
207621_s_at,7.46E-01,5.84E-01,-5.52E-01,-6.816839,-1.33E-01,PEMT,phosphatidylethanolamine N-methyltransferase,10400
206870_at,7.46E-01,5.84E-01,-5.52E-01,-6.816847,-2.06E-02,PPARA,peroxisome proliferator activated receptor alpha,5465
213101_s_at,7.46E-01,5.84E-01,5.52E-01,-6.816894,8.22E-02,ACTR3,ARP3 actin related protein 3 homolog,10096
218374_s_at,7.46E-01,5.84E-01,5.52E-01,-6.816932,7.78E-02,C12orf4,chromosome 12 open reading frame 4,57102
218544_s_at,7.46E-01,5.84E-01,-5.51E-01,-6.817079,-3.73E-02,RCL1,RNA terminal phosphate cyclase like 1,10171
217909_s_at,7.46E-01,5.84E-01,5.51E-01,-6.817155,6.41E-02,MLX,"MLX, MAX dimerization protein",6945
216074_x_at,7.47E-01,5.85E-01,5.51E-01,-6.817489,7.93E-02,WWC1,WW and C2 domain containing 1,23286
217793_at,7.47E-01,5.85E-01,-5.51E-01,-6.817509,-6.45E-02,RAB11B,"RAB11B, member RAS oncogene family",9230
206437_at,7.47E-01,5.85E-01,-5.50E-01,-6.81752,-4.27E-02,S1PR4,sphingosine-1-phosphate receptor 4,8698
214597_at,7.47E-01,5.85E-01,5.50E-01,-6.817581,8.62E-04,SSTR2,somatostatin receptor 2,6752
215049_x_at,7.47E-01,5.85E-01,-5.50E-01,-6.817591,-2.44E-01,CD163,CD163 molecule,9332
209088_s_at,7.47E-01,5.85E-01,-5.50E-01,-6.817726,-5.11E-02,UBN1,ubinuclein 1,29855
214263_x_at,7.47E-01,5.85E-01,5.50E-01,-6.817999,4.40E-02,POLR2C,RNA polymerase II subunit C,5432
221558_s_at,7.47E-01,5.86E-01,-5.49E-01,-6.818128,-2.05E-01,LEF1,lymphoid enhancer binding factor 1,51176
204598_at,7.47E-01,5.86E-01,-5.49E-01,-6.818137,-8.35E-02,UBOX5,U-box domain containing 5,22888
213785_at,7.47E-01,5.86E-01,5.49E-01,-6.81816,2.41E-02,IPO9,importin 9,55705
209493_at,7.48E-01,5.86E-01,5.49E-01,-6.818343,3.98E-02,PDZD2,PDZ domain containing 2,23037
214602_at,7.48E-01,5.86E-01,5.49E-01,-6.818371,4.42E-02,COL4A4,collagen type IV alpha 4 chain,1286
210248_at,7.48E-01,5.86E-01,-5.49E-01,-6.818388,-1.10E-03,WNT7A,Wnt family member 7A,7476
217021_at,7.48E-01,5.86E-01,-5.49E-01,-6.818388,-1.10E-03,CYB5A,cytochrome b5 type A,1528
218211_s_at,7.48E-01,5.86E-01,5.49E-01,-6.818412,2.06E-01,MLPH,melanophilin,79083
201819_at,7.48E-01,5.86E-01,5.49E-01,-6.818575,6.41E-02,SCARB1,scavenger receptor class B member 1,949
218411_s_at,7.48E-01,5.86E-01,-5.49E-01,-6.818624,-1.01E-01,MBIP,MAP3K12 binding inhibitory protein 1,51562
217526_at,7.48E-01,5.86E-01,-5.48E-01,-6.818678,-1.44E-01,NFATC2IP,nuclear factor of activated T-cells 2 interacting protein,84901
220744_s_at,7.48E-01,5.86E-01,5.48E-01,-6.818872,1.33E-01,LOC101927266///IFT122,intraflagellar transport protein 122 homolog///intraflagellar transport 122,101927266///55764
215077_at,7.48E-01,5.87E-01,5.48E-01,-6.818933,3.42E-02,COL3A1,collagen type III alpha 1 chain,1281
217668_at,7.49E-01,5.87E-01,5.47E-01,-6.819199,7.05E-03,LRRC75B,leucine rich repeat containing 75B,388886
204631_at,7.49E-01,5.87E-01,-5.47E-01,-6.819329,-4.11E-01,MYH2,myosin heavy chain 2,4620
216421_at,7.49E-01,5.87E-01,-5.47E-01,-6.819467,-2.81E-02,,,
214120_at,7.49E-01,5.88E-01,-5.46E-01,-6.819734,-1.09E-03,RFPL1S,RFPL1 antisense RNA 1,10740
213094_at,7.49E-01,5.88E-01,-5.46E-01,-6.819865,-1.51E-01,ADGRG6,adhesion G protein-coupled receptor G6,57211
215072_x_at,7.50E-01,5.88E-01,5.46E-01,-6.820211,8.79E-04,EDRF1,erythroid differentiation regulatory factor 1,26098
206417_at,7.50E-01,5.88E-01,-5.45E-01,-6.820297,-2.56E-02,CNGA1,cyclic nucleotide gated channel alpha 1,1259
203269_at,7.50E-01,5.88E-01,-5.45E-01,-6.820303,-7.66E-02,NSMAF,neutral sphingomyelinase activation associated factor,8439
219429_at,7.50E-01,5.88E-01,-5.45E-01,-6.820325,-7.90E-02,FA2H,fatty acid 2-hydroxylase,79152
201005_at,7.50E-01,5.89E-01,5.45E-01,-6.820558,8.28E-02,CD9,CD9 molecule,928
217694_at,7.50E-01,5.89E-01,-5.45E-01,-6.820623,-1.09E-03,,,
208994_s_at,7.50E-01,5.89E-01,-5.45E-01,-6.820631,-7.66E-02,PPIG,peptidylprolyl isomerase G,9360
213887_s_at,7.51E-01,5.89E-01,-5.45E-01,-6.820778,-1.54E-01,POLR2E,RNA polymerase II subunit E,5434
209461_x_at,7.51E-01,5.89E-01,-5.45E-01,-6.820819,-7.88E-02,WDR18,WD repeat domain 18,57418
207732_s_at,7.51E-01,5.89E-01,-5.44E-01,-6.821257,-2.59E-02,DLG3,discs large MAGUK scaffold protein 3,1741
216882_s_at,7.51E-01,5.90E-01,-5.43E-01,-6.821393,-4.17E-02,NEBL,nebulette,10529
203018_s_at,7.51E-01,5.90E-01,-5.43E-01,-6.821406,-2.45E-02,SSX2IP,SSX family member 2 interacting protein,117178
216381_x_at,7.51E-01,5.90E-01,5.43E-01,-6.821497,4.60E-02,AKR7A3,aldo-keto reductase family 7 member A3,22977
204661_at,7.51E-01,5.90E-01,5.43E-01,-6.821518,2.45E-01,CD52,CD52 molecule,1043
211299_s_at,7.52E-01,5.90E-01,-5.43E-01,-6.821663,-5.58E-02,FLOT2,flotillin 2,2319
217613_at,7.52E-01,5.90E-01,5.43E-01,-6.821668,8.98E-04,TMEM144,transmembrane protein 144,55314
208031_s_at,7.52E-01,5.90E-01,-5.43E-01,-6.821692,-2.55E-02,RFX2,regulatory factor X2,5990
204394_at,7.52E-01,5.90E-01,5.43E-01,-6.821695,5.82E-02,SLC43A1,solute carrier family 43 member 1,8501
207901_at,7.52E-01,5.90E-01,-5.43E-01,-6.821762,-6.07E-02,IL12B,interleukin 12B,3593
210547_x_at,7.52E-01,5.90E-01,-5.43E-01,-6.821821,-1.06E-01,ICA1,islet cell autoantigen 1,3382
218326_s_at,7.52E-01,5.90E-01,5.43E-01,-6.821829,8.79E-02,LGR4,leucine rich repeat containing G protein-coupled receptor 4,55366
206254_at,7.52E-01,5.91E-01,5.42E-01,-6.822129,9.43E-03,EGF,epidermal growth factor,1950
219383_at,7.52E-01,5.91E-01,-5.42E-01,-6.822176,-3.06E-02,PRR5L,proline rich 5 like,79899
211871_x_at,7.52E-01,5.91E-01,-5.42E-01,-6.822214,-3.45E-02,GNB5,G protein subunit beta 5,10681
219805_at,7.52E-01,5.91E-01,5.42E-01,-6.822216,1.66E-02,CXorf56,chromosome X open reading frame 56,63932
205552_s_at,7.52E-01,5.91E-01,-5.42E-01,-6.822454,-2.21E-01,OAS1,2'-5'-oligoadenylate synthetase 1,4938
206415_at,7.53E-01,5.91E-01,5.41E-01,-6.822572,9.12E-04,TLL1,tolloid like 1,7092
209410_s_at,7.53E-01,5.91E-01,-5.41E-01,-6.822642,-6.07E-02,GRB10,growth factor receptor bound protein 10,2887
212401_s_at,7.53E-01,5.91E-01,5.41E-01,-6.82267,4.61E-02,CDK11A///CDK11B,cyclin dependent kinase 11A///cyclin dependent kinase 11B,728642///984
202683_s_at,7.53E-01,5.91E-01,5.41E-01,-6.822712,7.43E-02,RNMT,RNA guanine-7 methyltransferase,8731
201943_s_at,7.53E-01,5.91E-01,-5.41E-01,-6.822911,-1.31E-01,CPD,carboxypeptidase D,1362
202886_s_at,7.53E-01,5.91E-01,5.41E-01,-6.822914,7.68E-02,PPP2R1B,protein phosphatase 2 scaffold subunit Abeta,5519
215981_at,7.53E-01,5.91E-01,-5.41E-01,-6.822925,-4.18E-03,LOC100505534,uncharacterized LOC100505534,100505534
221603_at,7.53E-01,5.92E-01,-5.41E-01,-6.822943,-1.07E-03,PEX16,peroxisomal biogenesis factor 16,9409
221172_at,7.53E-01,5.92E-01,-5.40E-01,-6.823201,-1.07E-03,C7orf69,chromosome 7 open reading frame 69,80099
215381_at,7.54E-01,5.92E-01,-5.40E-01,-6.823433,-6.23E-03,MTOR,mechanistic target of rapamycin,2475
213831_at,7.54E-01,5.92E-01,-5.40E-01,-6.823448,-4.62E-01,LOC100509457///HLA-DQA1,"HLA class II histocompatibility antigen, DQ alpha 1 chain-like///major histocompatibility complex, class II, DQ alpha 1",100509457///3117
210196_s_at,7.54E-01,5.92E-01,-5.40E-01,-6.823518,-1.74E-02,PSG1,pregnancy specific beta-1-glycoprotein 1,5669
213955_at,7.54E-01,5.92E-01,-5.39E-01,-6.823605,-6.10E-02,MYOZ3,myozenin 3,91977
206722_s_at,7.54E-01,5.92E-01,5.39E-01,-6.823628,4.47E-02,LPAR2,lysophosphatidic acid receptor 2,9170
206848_at,7.54E-01,5.92E-01,5.39E-01,-6.823664,1.37E-01,COX20,"COX20, cytochrome c oxidase assembly factor",116228
211260_at,7.54E-01,5.93E-01,-5.39E-01,-6.823732,-3.69E-02,BMP7,bone morphogenetic protein 7,655
213406_at,7.54E-01,5.93E-01,-5.39E-01,-6.823756,-1.06E-03,WSB1,WD repeat and SOCS box containing 1,26118
210076_x_at,7.54E-01,5.93E-01,5.39E-01,-6.823853,4.14E-02,SERBP1,SERPINE1 mRNA binding protein 1,26135
213385_at,7.54E-01,5.93E-01,-5.39E-01,-6.823955,-1.45E-01,CHN2,chimerin 2,1124
203132_at,7.54E-01,5.93E-01,5.38E-01,-6.824108,9.74E-02,RB1,RB transcriptional corepressor 1,5925
221650_s_at,7.54E-01,5.93E-01,5.38E-01,-6.824286,8.88E-04,LOC100996782///MED18,mediator of RNA polymerase II transcription subunit 18-like///mediator complex subunit 18,100996782///54797
203013_at,7.55E-01,5.93E-01,-5.38E-01,-6.824375,-3.80E-02,ECD,ecdysoneless cell cycle regulator,11319
214182_at,7.55E-01,5.94E-01,5.38E-01,-6.824535,9.70E-02,ARF6,ADP ribosylation factor 6,382
219661_at,7.55E-01,5.94E-01,5.38E-01,-6.824628,5.16E-02,RANBP17,RAN binding protein 17,64901
AFFX-r2-Ec-bioC-3_at,7.55E-01,5.94E-01,-5.37E-01,-6.824782,-9.32E-02,,,
217920_at,7.55E-01,5.94E-01,5.37E-01,-6.824827,5.69E-02,MAN1A2,mannosidase alpha class 1A member 2,10905
200793_s_at,7.55E-01,5.94E-01,5.37E-01,-6.824989,1.02E-01,ACO2,aconitase 2,50
66053_at,7.55E-01,5.94E-01,-5.37E-01,-6.825045,-1.75E-02,HNRNPUL2-BSCL2///HNRNPUL2,HNRNPUL2-BSCL2 readthrough (NMD candidate)///heterogeneous nuclear ribonucleoprotein U like 2,100534595///221092
211808_s_at,7.55E-01,5.94E-01,5.37E-01,-6.825082,1.09E-02,CREBBP,CREB binding protein,1387
212422_at,7.55E-01,5.94E-01,-5.37E-01,-6.825123,-3.88E-02,PDCD11,programmed cell death 11,22984
204444_at,7.55E-01,5.94E-01,-5.37E-01,-6.825167,-1.02E-01,KIF11,kinesin family member 11,3832
206735_at,7.55E-01,5.94E-01,-5.36E-01,-6.825195,-6.60E-03,CHRNA4,cholinergic receptor nicotinic alpha 4 subunit,1137
202664_at,7.56E-01,5.94E-01,5.36E-01,-6.825273,1.63E-01,WIPF1,WAS/WASL interacting protein family member 1,7456
204534_at,7.56E-01,5.95E-01,-5.36E-01,-6.825482,-1.41E-03,SEBOX///VTN,SEBOX homeobox///vitronectin,645832///7448
214465_at,7.56E-01,5.95E-01,-5.36E-01,-6.825495,-1.05E-03,ORM2///ORM1,orosomucoid 2///orosomucoid 1,5005///5004
220785_at,7.56E-01,5.95E-01,-5.36E-01,-6.825564,-2.93E-02,UTS2,urotensin 2,10911
203472_s_at,7.56E-01,5.95E-01,-5.35E-01,-6.825775,-3.23E-02,SLCO2B1,solute carrier organic anion transporter family member 2B1,11309
211406_at,7.56E-01,5.95E-01,5.35E-01,-6.825817,9.32E-02,IER3IP1,immediate early response 3 interacting protein 1,51124
207062_at,7.56E-01,5.95E-01,-5.35E-01,-6.825965,-1.67E-02,IAPP,islet amyloid polypeptide,3375
209589_s_at,7.56E-01,5.95E-01,5.35E-01,-6.826021,6.39E-02,EPHB2,EPH receptor B2,2048
200612_s_at,7.57E-01,5.96E-01,-5.34E-01,-6.826318,-6.26E-02,AP2B1,adaptor related protein complex 2 beta 1 subunit,163
206592_s_at,7.57E-01,5.96E-01,5.34E-01,-6.826521,6.75E-02,AP3D1,adaptor related protein complex 3 delta 1 subunit,8943
202333_s_at,7.57E-01,5.96E-01,5.34E-01,-6.82657,4.57E-02,UBE2B,ubiquitin conjugating enzyme E2 B,7320
201992_s_at,7.57E-01,5.96E-01,5.34E-01,-6.826677,8.29E-02,KIF5B,kinesin family member 5B,3799
205223_at,7.57E-01,5.96E-01,5.34E-01,-6.826729,4.24E-02,DEPDC5,DEP domain containing 5,9681
210562_at,7.57E-01,5.96E-01,-5.34E-01,-6.826788,-1.05E-03,GREB1,growth regulation by estrogen in breast cancer 1,9687
208935_s_at,7.58E-01,5.97E-01,5.33E-01,-6.826958,9.42E-02,LGALS8,galectin 8,3964
220702_at,7.58E-01,5.97E-01,5.33E-01,-6.827043,8.05E-02,,,
204262_s_at,7.58E-01,5.97E-01,-5.33E-01,-6.827105,-5.56E-02,PSEN2,presenilin 2,5664
216834_at,7.58E-01,5.97E-01,5.33E-01,-6.827151,2.76E-01,RGS1,regulator of G-protein signaling 1,5996
205674_x_at,7.58E-01,5.97E-01,-5.33E-01,-6.827177,-1.50E-02,FXYD2,FXYD domain containing ion transport regulator 2,486
218833_at,7.58E-01,5.97E-01,-5.33E-01,-6.827248,-2.15E-02,ZAK,sterile alpha motif and leucine zipper containing kinase AZK,51776
202543_s_at,7.58E-01,5.97E-01,5.33E-01,-6.827334,9.36E-02,GMFB,glia maturation factor beta,2764
217499_x_at,7.58E-01,5.97E-01,5.32E-01,-6.827585,5.57E-02,OR7E37P,olfactory receptor family 7 subfamily E member 37 pseudogene,100506759
210575_at,7.59E-01,5.98E-01,-5.32E-01,-6.827706,-1.04E-03,NUDC,"nuclear distribution C, dynein complex regulator",10726
220784_s_at,7.59E-01,5.98E-01,-5.32E-01,-6.827715,-6.40E-02,UTS2,urotensin 2,10911
202955_s_at,7.59E-01,5.98E-01,-5.32E-01,-6.827792,-5.41E-02,ARFGEF1,ADP ribosylation factor guanine nucleotide exchange factor 1,10565
207886_s_at,7.59E-01,5.98E-01,-5.32E-01,-6.827798,-3.70E-03,CALCR,calcitonin receptor,799
214375_at,7.59E-01,5.98E-01,-5.31E-01,-6.82791,-1.47E-01,PPFIBP1,PPFIA binding protein 1,8496
210982_s_at,7.59E-01,5.98E-01,-5.31E-01,-6.828103,-2.13E-01,HLA-DRA,"major histocompatibility complex, class II, DR alpha",3122
205181_at,7.59E-01,5.98E-01,-5.31E-01,-6.828213,-3.89E-02,ZSCAN9,zinc finger and SCAN domain containing 9,7746
222293_at,7.59E-01,5.98E-01,5.31E-01,-6.828218,1.18E-02,CADM4,cell adhesion molecule 4,199731
216110_x_at,7.59E-01,5.98E-01,-5.31E-01,-6.828249,-2.56E-02,LOC105373738,uncharacterized LOC105373738,105373738
205997_at,7.59E-01,5.98E-01,-5.31E-01,-6.828321,-2.62E-01,ADAM28,ADAM metallopeptidase domain 28,10863
215900_at,7.59E-01,5.98E-01,-5.31E-01,-6.828365,-1.04E-03,,,
202323_s_at,7.60E-01,5.99E-01,5.30E-01,-6.828683,9.93E-02,ACBD3,acyl-CoA binding domain containing 3,64746
204743_at,7.60E-01,5.99E-01,-5.30E-01,-6.828727,-2.92E-02,TAGLN3,transgelin 3,29114
204695_at,7.60E-01,5.99E-01,-5.29E-01,-6.829045,-4.01E-02,CDC25A,cell division cycle 25A,993
205296_at,7.60E-01,5.99E-01,5.29E-01,-6.829091,3.06E-02,RBL1,RB transcriptional corepressor like 1,5933
210910_s_at,7.60E-01,5.99E-01,-5.29E-01,-6.829122,-2.08E-01,POMZP3,POM121 and ZP3 fusion,22932
214431_at,7.60E-01,6.00E-01,-5.29E-01,-6.829251,-7.63E-02,GMPS,guanine monophosphate synthase,8833
210594_x_at,7.60E-01,6.00E-01,-5.29E-01,-6.829269,-3.17E-02,MPZL1,myelin protein zero like 1,9019
